,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
3346,Rak-Su,Dimelo,167200,2020-11-08 14:55:00,0.558,0.444,7,-12.069,0,0.161,0.0522,0.0,0.158,0.161,146.913,6Xi897JXNLSoIaoYZwgTLc,4
3348,Rak-Su,I'm Feeling You,169786,2020-11-08 15:01:00,0.571,0.9,5,-4.975,0,0.0499,0.0715,1.98e-06,0.118,0.794,120.026,0n3hdlinZYNly8NqAtvJHu,4
3349,Rak-Su,Pyro Ting,171316,2020-11-08 15:04:00,0.638,0.735,10,-5.235,1,0.358,0.0975,0.0,0.679,0.96,126.277,3ZBRjO5WVAnHZBSuUtyAkE,4
3351,Rak-Su,Mona Lisa,2618,2020-11-08 15:10:00,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,0dbTQYW3Ad1FTzIA9t90E8,4
3353,Rak-Su,Who Am I? (Black Lives Matter),74717,2020-11-08 15:17:00,0.722,0.606,7,-6.632,0,0.274,0.816,0.0,0.426,0.508,100.22,08PBNR2TYiaL33ZsX9bgDZ,4
3365,Gryffin,All You Need To Know (feat. Calle Lehmann),238458,2020-11-08 15:57:00,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,4Gcv5SsxnQWpmOnUI19EJk,4
3368,Marshmello,OK Not To Be OK,58327,2020-11-08 16:04:00,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,0zzVTGyRrWpQu8Fr28NRAv,4
3369,Faith Marie,Antidote,13110,2020-11-08 16:04:00,0.714,0.527,1,-5.046,1,0.0322,0.00787,0.00015,0.124,0.123,131.046,1wHZx0LgzFHyeIZkUydNXq,4
3370,Swedish House Mafia,Antidote - Radio Edit,73550,2020-11-08 16:16:00,0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03,38G32c3uJeFucSYweZv4pI,4
3375,Siine,Sleeping In My Head (Manta Circle Remix),171205,2020-11-08 16:37:00,0.789,0.772,1,-5.041,1,0.0426,0.083,4.31e-05,0.0357,0.614,120.008,5frggt5YZw446E4tcIkXSW,4
3376,Lost Kings,Anti-Everything,156565,2020-11-08 16:39:00,0.729,0.651,1,-6.083,1,0.0412,0.054,0.0,0.132,0.0373,92.03,0JM5vtH3ZpJh97iWc6yvca,4
3379,Lvly,In Your Head,201750,2020-11-08 16:53:00,0.647,0.778,1,-5.257,1,0.224,0.00164,0.0,0.389,0.252,82.918,5qykEZTHAcplCLrynoLRnN,4
3380,Lvly,Million,184500,2020-11-08 16:56:00,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,5AJ9hqTS2wcFQCELCFRO7A,4
3381,Lvly,No Remedy,191051,2020-11-08 16:59:00,0.662,0.61,7,-10.946,1,0.0432,0.0676,0.0,0.268,0.63,144.074,0vpawKw0jXvUCbHAGUXDGj,4
3382,Lvly,Fool For You,205368,2020-11-08 17:03:00,0.591,0.843,1,-4.591,0,0.0426,0.015,0.0,0.0834,0.287,109.993,6gJkrYx9i8dZ5mJb2vbAnT,4
3383,Lvly,Messed It Up (Chez Remix),189625,2020-11-08 17:07:00,0.731,0.744,6,-5.27,0,0.0498,0.029,0.0,0.0795,0.692,139.921,7x7XvNuxdtWs2sLFc1wsBm,4
3384,Lvly,Next to Me (Acoustic Version),238070,2020-11-08 17:11:00,0.681,0.233,0,-9.408,1,0.0263,0.923,3.42e-06,0.1,0.214,91.979,4UpKhXsRaQlzcJ7CglLPlI,4
3392,Cheat Codes,On My Life,118000,2020-11-09 12:17:00,0.699,0.645,9,-5.307,1,0.078,0.413,0.0,0.355,0.676,104.939,6nnntyJFxLzaCmNnhHe3C1,4
3395,Valerie Broussard,Actually,68370,2020-11-09 12:32:00,0.954,0.386,7,-11.574,0,0.432,0.123,0.0,0.165,0.447,130.035,70HmF2bXuw3hUf5pLpHVZn,4
3396,Liam Payne,Hips Don't Lie,208708,2020-11-09 12:36:00,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,3ZFTkvIE7kyPt6Nu3PEa7V,4
3397,Liam Payne,Tell Your Friends,195746,2020-11-09 12:39:00,0.583,0.454,1,-11.091,0,0.0425,0.265,0.0,0.181,0.309,74.64,1mhVXWduD8ReDwusfaHNwU,4
3400,Liam Payne,Live Forever (With Cheat Codes),131070,2020-11-09 12:52:00,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,0.665,100.02,3aQGknD9CVAtpQFh6Qtalq,4
3404,Bebe Rexha,"Baby, I'm Jealous - Instrumental",53354,2020-11-09 13:05:00,0.861,0.666,1,-3.569,1,0.0666,0.00735,0.897,0.112,0.328,97.997,5ouk7QWfANYzZmGUxBRYhC,4
3405,BTS,Dynamite - Instrumental,13176,2020-11-09 13:08:00,0.861,0.658,11,-6.966,1,0.05,0.00903,0.803,0.0443,0.625,114.0,0V2wvC5MkDjMZyFttv8sZF,4
3407,BTS,Dynamite - Midnight Remix,21190,2020-11-09 13:11:00,0.782,0.795,4,-4.167,1,0.122,0.0689,0.0,0.109,0.402,114.036,7MRdjWiq6wu1bFqlnqve5q,4
3408,BTS,Dynamite - Slow Jam Remix,163300,2020-11-09 13:11:00,0.653,0.683,4,-3.82,1,0.0398,0.36,1e-06,0.324,0.534,113.977,3adJ5vW78N4lpm4DzbCt6d,4
3417,Picture This,If You Wanna Be Loved - John Gibbons Remix,211320,2020-11-09 13:41:00,0.68,0.903,10,-4.728,1,0.0425,0.244,1.59e-06,0.274,0.602,117.997,2p2GsIcE2GK25ysS0xDY6V,4
3418,Nause,Perfect Crime,214618,2020-11-09 13:45:00,0.603,0.686,7,-5.682,1,0.0417,0.256,1.03e-05,0.121,0.376,107.618,7HvQx7pZql85Id32CLgpx0,4
3425,Starley,Call on Me - Ryan Riback Remix,222040,2020-11-11 08:03:00,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,2L6orAlH8tBhiFTumIfMyF,4
3427,Julie Bergan,Kiss Somebody,112832,2020-11-11 08:09:00,0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,4f3fb3alVLFc8Ga4ncpg7x,4
3452,Bebe Rexha,"Baby, I'm Jealous (feat. Doja Cat)",175873,2020-11-13 10:21:00,0.737,0.867,11,-2.259,0,0.0458,0.0398,0.0,0.32,0.506,98.05,5r0cOO77xkM5jjHk67Z2Lt,4
3454,Martin Garrix,In the Name of Love - DallasK Remix,200597,2020-11-13 10:29:00,0.522,0.816,4,-3.156,0,0.0643,0.0126,4.19e-06,0.348,0.102,134.103,55y30bh2ZUtzOXjWLxn7XT,4
3455,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),164205,2020-11-13 10:32:00,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,7iDa6hUg2VgEL1o1HjmfBn,4
3456,Bebe Rexha,Meant to Be - Acoustic,51336,2020-11-13 10:33:00,0.59,0.337,9,-8.256,1,0.089,0.726,0.0,0.161,0.233,98.885,7bu8i7HwACY0m1H5lXFSpw,5
3457,Jake Miller,JUMPIN (feat. MILES),148340,2020-11-13 11:28:00,0.737,0.549,10,-7.74,1,0.354,0.162,0.0,0.36,0.461,91.942,2ZKv0OWZ3rjeAoPUuuJdyL,4
3473,Steve Void,Closure,166446,2020-11-13 17:10:00,0.692,0.107,2,-16.182,1,0.0463,0.967,0.0,0.302,0.377,123.999,3pt2acuxLXvIGproniPoq9,4
3474,Sabrina Carpenter,Looking at Me,181120,2020-11-13 17:13:00,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,59tskctgqUmjCWAwhzYAFm,4
3477,Justin Jesso,Bigger Than,114156,2020-11-13 17:22:00,0.42,0.22,6,-12.584,1,0.0472,0.841,0.00131,0.114,0.0705,165.564,0BiqmkasE5FdrChwKfVp8X,4
3608,Rak-Su,Dimelo (feat. Wyclef Jean & Naughty Boy) - X Factor Recording,182400,2020-11-17 11:54:00,0.698,0.916,2,-2.499,1,0.2,0.0175,0.0,0.243,0.533,100.048,6pWzEnoUsuiTcp6odVDovx,4
3611,Claudia Valentina,4:15,200920,2020-11-17 12:03:00,0.451,0.627,8,-4.59,1,0.127,0.591,0.00958,0.118,0.77,74.69,0dGqP4VickYjtIaB5VOt4H,4
3616,The Veronicas,If You Love Someone,140028,2020-11-17 12:53:00,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,2JqnpexlO9dmvjUMCaLCLJ,4
3657,AJ Mitchell,Slow Dance,67068,2020-11-18 09:20:00,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,6MBUUSIWCzaXW4q58Ktrv9,4
3658,Iggy Azalea,Kream (feat. Tyga),69720,2020-11-19 06:35:00,0.785,0.425,10,-6.665,1,0.137,0.0335,4.36e-06,0.108,0.192,174.028,5mu1uv8RmzDkF8foePK5qa,4
3661,Iggy Azalea,Started,186605,2020-11-19 06:51:00,0.793,0.524,8,-7.827,1,0.156,0.0319,0.0,0.156,0.579,86.325,5DI9jxTHrEiFAhStG7VA8E,4
3663,Wiz Khalifa,Go Hard or Go Home,232772,2020-11-19 06:58:00,0.651,0.741,4,-5.067,0,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,1oaP5pVPNJ6RkcO9sbvd70,4
3664,Iggy Azalea,Team,211226,2020-11-19 07:06:00,0.691,0.578,6,-7.436,1,0.106,0.167,0.0,0.305,0.412,99.984,3G6hD9B2ZHOsgf4WfNu7X1,4
3668,Iggy Azalea,Clap Back,208576,2020-11-19 07:19:00,0.632,0.786,9,-5.596,1,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,1FK0sZfZzCAIDUn7htCemp,4
3669,Iggy Azalea,Sally Walker,178993,2020-11-19 07:22:00,0.905,0.492,8,-8.953,0,0.0936,0.0177,0.0,0.0994,0.605,140.076,1bPoQ1zaUWZmiYrckwfulU,4
3670,Iggy Azalea,Hoemita (feat. Lil Yachty),125680,2020-11-19 07:25:00,0.928,0.369,1,-12.654,1,0.297,0.00779,0.0,0.0329,0.571,126.005,22J38a2qjT3szXDrPCbe0a,4
3673,Don Diablo,Thousand Faces,147800,2020-11-19 09:17:00,0.577,0.821,11,-3.068,1,0.0455,0.536,0.0,0.0949,0.525,97.015,4m4dmiW49WkRkSWliJ5Zoj,4
3680,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,9080,2020-11-20 11:00:00,0.683,0.82,9,-7.254,1,0.17,0.00146,1.87e-06,0.205,0.325,128.064,2z5vLeOSAvBry44uCKTHXE,4
3681,Why Don't We,Fallin’ (Adrenaline),216504,2020-11-20 11:03:00,0.606,0.9,0,-4.504,1,0.119,0.0101,0.0,0.075,0.233,133.963,6nfqlFOMiWthaOEa53uU0v,4
3682,Why Don't We,Unbelievable,28230,2020-11-20 11:05:00,0.553,0.906,11,-4.311,1,0.0452,0.014,0.0,0.336,0.468,105.027,2Y2nV089OQhsGTz2xdlvDb,4
3686,Liam Payne,Naughty List (with Dixie),154746,2020-11-20 11:20:00,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,2Y0ktCGrGoGcQFXsGztvhi,4
3687,Don Diablo,Kill Me Better,193568,2020-11-20 11:23:00,0.509,0.781,8,-3.489,1,0.0378,0.107,0.0,0.128,0.529,80.046,5ohyF1TaL2ks2mrEJqLtfs,4
3688,Vicetone,Shadow,195973,2020-11-20 11:28:00,0.737,0.701,2,-4.44,1,0.0929,0.101,0.0,0.0643,0.619,140.055,4xTgbiXPiMy4u4veI4j9tk,4
3713,Jonas Brothers,Sucker,181026,2020-11-22 18:21:00,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,4dASQiO1Eoo3RJvt74FtXB,4
3716,Basixx,Hands On Your Body,190500,2020-11-22 18:39:00,0.735,0.772,11,-5.577,0,0.0909,0.0694,7.15e-05,0.105,0.57,124.982,29aqCNtLcL5cjsjRRe1Y1s,4
3720,Vicetone,Walk Thru Fire,194482,2020-11-22 18:57:00,0.639,0.664,5,-4.926,1,0.0357,0.329,1.53e-06,0.382,0.351,116.028,2wQ411UQL2MRsdAgPRUstT,4
3722,MKTO,Shoulda Known Better,206454,2020-11-22 19:04:00,0.439,0.756,5,-4.813,0,0.242,0.64,0.0162,0.302,0.313,72.302,33UmbwOUVqtOnDoiWzFYfV,4
3724,Tape Machines,Sweat On Me,194495,2020-11-22 19:11:00,0.633,0.8,9,-4.958,1,0.0746,0.0203,0.0,0.0847,0.388,107.05,28jVyHbondZd7dQrZVIk5l,4
3725,Elephante,Dynasty,201230,2020-11-22 19:15:00,0.492,0.594,8,-4.403,0,0.0377,0.256,0.0,0.0759,0.304,123.768,37G4GK7vIzFjGWsDTWcA85,4
3728,Iggy Azalea,The Girls,253529,2020-11-24 06:57:00,0.432,0.689,2,-4.57,1,0.0292,0.00855,0.0,0.322,0.418,80.653,0x2GjJRg2nqYixOcdFx3c8,1
3730,JoJo,Too Little Too Late - 2018,223533,2020-11-24 07:07:00,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,3hc7PLcmuZbJGPjhIore1i,4
3732,Nicki Minaj,Bed (feat. Ariana Grande),189533,2020-11-24 07:13:00,0.757,0.73,7,-6.304,1,0.185,0.0342,5.87e-05,0.136,0.452,90.013,3L4GsGLgxpHieVQH86H8bv,4
3733,Jennifer Lopez,Booty,209699,2020-11-24 07:22:00,0.786,0.689,1,-6.113,1,0.315,0.00931,1.14e-06,0.214,0.874,157.936,6QgkOxBXqVRjZ1JcIDbDYY,4
3734,Ciara,Thinkin Bout You,228559,2020-11-24 07:26:00,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,7DfFc7a6Rwfi3YQMRbDMau,4
3736,Pia Mia,Princess,141413,2020-11-24 07:44:00,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0858,0.65,74.985,07squf0xpI7hHUwZ4hezKP,4
3737,Rita Ora,I Will Never Let You Down,203466,2020-11-24 07:47:00,0.754,0.801,4,-3.215,1,0.0297,0.404,0.0,0.128,0.794,128.004,03rhu2vIylSFLUagt7wi5D,4
3739,Iggy Azalea,Thanks I Get,1900,2020-11-25 11:45:00,0.821,0.732,8,-7.948,1,0.399,0.147,0.0,0.0811,0.808,109.998,1XfKDFNw1uIgkx8Lj8MBm7,4
3740,Ava Max,Freaking Me Out,192455,2020-11-25 11:48:00,0.429,0.553,1,-4.838,0,0.0668,0.458,0.0,0.0766,0.381,97.954,7uYIX9O9DY6l1D3HiwHR1J,4
3742,Baker Grace,Illest,222237,2020-11-25 11:56:00,0.802,0.723,9,-5.833,1,0.345,0.0886,0.0,0.175,0.811,164.006,7vpqnolTlhFinFcFi2iySF,4
3743,Jake Scott,Like This,193461,2020-11-25 12:00:00,0.685,0.563,3,-5.456,0,0.0714,0.323,0.0,0.111,0.3,85.501,5b1uZnebDRcR8XuBsDTPiO,4
3750,Liam Payne,Rude Hours,235816,2020-11-25 12:26:00,0.645,0.761,1,-6.281,1,0.134,0.206,0.0,0.0681,0.528,171.919,5Okihfwvzflkl37VsEJfXV,4
3753,Little Mix,Not a Pop Song,179413,2020-11-25 12:36:00,0.624,0.651,0,-4.715,1,0.0372,0.279,0.0,0.0782,0.355,139.115,5WDIq9E5f5ryHeIs8FwKcl,4
3755,HRVY,Told You So,1700,2020-11-25 12:42:00,0.665,0.811,0,-4.964,1,0.0422,0.0218,0.0,0.188,0.65,114.974,5Mkx4iSwoyUEX1qw1UeYVf,3
3756,Palm Trees,Outside,142949,2020-11-25 12:42:00,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,7MmG8p0F9N3C4AXdK6o6Eb,4
3789,XO Cupid,True Colors (feat. Maya Avedis),184019,2020-11-25 14:40:00,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,4AMY0oGSt7vZwgxDnHCJBr,4
3790,Basixx,Like a Hurricane,195955,2020-11-25 14:43:00,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,58XWGx7KNNkKneHdprcprX,4
3792,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,207904,2020-11-25 14:55:00,0.6,0.725,6,-4.866,1,0.0487,0.0933,1.87e-06,0.12,0.506,102.056,4hQ6UGyWQIGJmHSo0J88JW,4
3794,Fly By Midnight,Automatic (feat. Jake Miller),2100,2020-11-26 06:04:00,0.687,0.828,2,-5.68,0,0.077,0.0487,0.0301,0.175,0.723,97.836,6oAwQp0fXsZObpl5PLl2GN,4
3795,Why Don't We,Fallin’ (Adrenaline) - Live,217079,2020-11-26 06:09:00,0.457,0.531,9,-16.817,0,0.0688,0.00469,0.0,0.0774,0.227,134.107,1aSOdUzCosSqH8u5Iu7rh9,4
3796,Galantis,Tu Tu Tu (That's Why We) - Dubdogz & SUBB Remix,164390,2020-11-26 06:12:00,0.812,0.821,9,-5.754,0,0.0809,0.00259,0.669,0.389,0.741,123.991,6rt2hXvUHEtvaP4VhOken9,4
3797,Dastic,Can't Stop Dancing,153750,2020-11-26 06:14:00,0.645,0.669,0,-7.946,0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,5NetSTs4dgiR6GLrZOQcwJ,4
3798,Dimitri Vegas & Like Mike,Christmas Time,207469,2020-11-26 06:20:00,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,7LoFMtL7hxP9tr5HYyyUrJ,4
3801,Sam Feldt,The Best Days (feat. Tabitha),161944,2020-11-26 06:31:00,0.667,0.827,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95,140XpWSdJ0jZEbLj9iVnPA,4
3802,Zaeden,socha na tha,144250,2020-11-26 06:38:00,0.489,0.752,2,-5.422,1,0.0372,0.665,0.000669,0.55,0.179,192.133,4nh0aT30hfj3smH6flWU63,4
3803,Boyce Avenue,Dreams,48840,2020-11-26 06:39:00,0.501,0.354,11,-13.031,0,0.177,0.354,2.66e-06,0.111,0.301,86.288,0wf9rSX8ds3yEI2gf2QdPs,4
3805,Felix Jaehn,No Therapy - Toby Romeo Remix,181070,2020-11-26 06:44:00,0.666,0.796,8,-6.61,1,0.0814,0.06,0.0,0.0723,0.632,124.998,0mwtCVO9yBY8V3qOS67ugq,4
3806,Borgeous,Someone Save Me,236129,2020-11-26 06:48:00,0.578,0.652,0,-6.518,1,0.161,0.717,1.35e-06,0.116,0.41,180.416,7Hhyd8Qcm5jMDvj1YCpMhW,3
3807,R3HAB,One More Dance (with Alida),145161,2020-11-26 06:51:00,0.726,0.759,9,-5.107,0,0.0428,0.164,0.000448,0.0891,0.56,123.923,2aOK6TRYn4DneIBHJOAQ4r,3
3810,Sigala,Lasting Lover - Michael Calfan Remix,3940,2020-11-26 07:00:00,0.77,0.645,10,-5.908,0,0.0503,0.301,6.24e-06,0.0902,0.232,122.007,5Oym6wBix2J7pj1VJ8sj0W,4
3811,Jonah Baker,"Hey, Soul Sister - Acoustic",198762,2020-11-26 07:04:00,0.415,0.191,7,-12.735,1,0.0405,0.877,0.0,0.12,0.401,95.973,63X2qibtX76xElkbGgFK01,4
3812,PRAANA,Samadhi (Tritonia 323),303177,2020-11-26 07:09:00,0.498,0.835,0,-7.968,1,0.0324,0.139,0.723,0.705,0.159,122.974,5ih2Adlk02LE7DmVk7lvNt,4
3814,Steve Aoki,LIES - VIP Mix,189747,2020-11-26 07:16:00,0.638,0.811,6,-6.791,0,0.0484,0.0102,0.0383,0.16,0.288,124.017,67hioVhWrtqUF5WOZpI2V6,4
3816,MC Hariel,Ilusão (Cracolândia),14999,2020-11-26 07:17:00,0.628,0.624,9,-7.968,0,0.254,0.112,0.0,0.197,0.47,159.646,6WXglvTFRmjlHHhgjYMNif,4
3829,Lvly,Rose Coloured Glasses,203000,2020-11-27 06:51:00,0.514,0.729,8,-7.338,1,0.058,0.332,0.0,0.212,0.618,152.071,4MvWxdqzKegz0jr8DhzJNd,4
3847,Zedd,Stay,210090,2020-11-27 12:31:00,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,5HCyWlXZPP0y6Gqq8TgA20,4
3853,Shawn Mendes,Lost In Japan - Remix,9710,2020-11-27 12:49:00,0.706,0.855,10,-5.378,1,0.221,0.0898,0.0,0.347,0.299,107.184,575NJxNUVDqwJGdzBrlLbv,4
3854,Zedd,Beautiful Now,2550,2020-11-27 12:49:00,0.628,0.832,11,-4.126,0,0.0282,0.0079,1.46e-05,0.074,0.56,128.003,2ISSQPb9LHHiV6ng2NXosL,4
3855,Zedd,365,161920,2020-11-27 12:49:00,0.761,0.856,1,-5.121,1,0.109,0.154,0.503,0.16,0.729,127.111,5h68SoVFGleijCtjEja3xG,4
3857,The Chainsmokers,Something Just Like This,109012,2020-11-27 12:55:00,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,4
3862,Hearts & Colors,Lego House,9760,2020-11-27 13:08:00,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,5ubHAQtKuFfiG4FXfLP804,4
3863,Hearts & Colors,Steal My Girl,181810,2020-11-27 13:11:00,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,2Bs4jQEGMycglOfWPBqrVG,4
3864,Hearts & Colors,Waterbed,116862,2020-11-27 13:17:00,0.606,0.873,11,-7.07,1,0.0305,0.00137,0.00188,0.356,0.158,105.012,1x5M7e748IC3LOejjvdOia,4
3865,Hearts & Colors,LA On A Saturday Night,195074,2020-11-27 13:20:00,0.592,0.588,10,-4.889,1,0.0405,0.118,0.0,0.138,0.336,81.997,0dbp9YwlGEzXmxavRMgZ4T,4
3866,Hearts & Colors,Lighthouse - Andrelli Remix,218446,2020-11-27 13:24:00,0.595,0.662,11,-6.858,0,0.0362,0.0178,0.0,0.0804,0.417,96.053,04CttTezSnv71USiiG9mIo,4
3867,Hearts & Colors,Can't Help Falling In Love,140800,2020-11-27 13:26:00,0.395,0.288,2,-13.979,1,0.0273,0.943,7.47e-05,0.104,0.316,100.244,0pYDUAXXUanILl4FrDtdIt,3
3868,Shawn Mendes,Señorita,190799,2020-11-28 05:51:00,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,0TK2YIli7K1leLovkQiNik,4
3878,Matoma,Bruised Not Broken (feat. MNEK & Kiana Ledé) - Merk & Kremont Remix,143234,2020-11-30 05:02:00,0.836,0.77,6,-5.478,1,0.0781,0.135,0.000632,0.327,0.691,122.005,1Pqu8oSWwjq2uhMsMf3PBL,4
3891,Cash Cash,Gasoline (feat. Laura White),209016,2020-11-30 06:23:00,0.623,0.886,5,-2.409,1,0.0512,0.0526,0.0,0.409,0.235,122.095,5EDFZeXVW1SsQtaNm7A5Pl,4
3908,teamwork.,Afterhours,205360,2020-11-30 11:56:00,0.798,0.458,6,-8.278,1,0.0504,0.115,0.0,0.145,0.198,133.972,1OwKdSEkvIHlmp07Mtv43V,4
3909,Alesso,Midnight (feat. Liam Payne),220140,2020-11-30 12:00:00,0.588,0.648,11,-6.927,0,0.0435,0.0561,0.0,0.115,0.283,144.029,4ZTTUAjJCd4NMZmIU7RB4c,4
3912,Jonas Blue,Younger,194720,2020-11-30 12:10:00,0.661,0.562,0,-8.114,1,0.0344,0.07,1.71e-06,0.132,0.512,111.03,3BprrMTQ3IlFvHW8oFTTQ1,4
3914,Ikson,Wanna,153691,2020-11-30 12:38:00,0.919,0.629,1,-5.17,1,0.376,0.0226,0.0,0.146,0.407,135.05,0Izt8MdEU7zDy2hDsm5YkH,4
3929,Siine,C'est La Vie (Explicit Version),171375,2020-11-30 13:39:00,0.839,0.613,2,-6.457,1,0.0463,0.0383,0.0,0.323,0.667,125.011,6wQYKyGePaqstYov2C1S5b,4
3931,Camila cabello - Say you won’t let go,Say You Won't Let Go By Camila Cabello,17650,2020-12-01 07:49:00,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,4
3932,Brooklyn Nine-Nine: The Podcast,Introducing Brooklyn Nine-Nine: The Podcast,55980,2020-12-01 07:50:00,0.688,0.836,9,-5.75,1,0.0411,0.00463,0.857,0.0399,0.484,109.98,3PBaMWA1qlJ1xa4rEokcLt,4
3933,Brooklyn Nine-Nine: The Podcast,Part 1: Getting the Squad Together,662859,2020-12-01 08:01:00,0.853,0.83,7,-4.612,1,0.276,0.485,0.0,0.263,0.656,118.063,1hCGjQvfZGwKJUMrsHjEPi,4
3935,Little Mix,Hair,202817,2020-12-01 08:09:00,0.493,0.356,4,-11.509,1,0.124,0.853,3.86e-05,0.104,0.259,175.891,20xJN09dBJBEImfp9NPdGb,3
3936,The Chainsmokers,Don't Let Me Down,5492,2020-12-01 08:10:00,0.533,0.869,11,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,1i1fxkWeaMmKEB4T7zqbzK,4
3937,Meghan Trainor,Dear Future Husband,67257,2020-12-01 08:10:00,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,3cU2wBxuV6nFiuf6PJZNlC,4
3938,Kelly Clarkson,Heartbeat Song,197584,2020-12-01 08:13:00,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,7FC9Lng8iXU081lbigu8m8,4
3939,Jessie J,Bang Bang,39602,2020-12-01 08:16:00,0.623,0.901,10,-4.402,0,0.182,0.0785,0.0,0.0251,0.896,179.985,61YzdCCBPM5Pc7lIiD5i8C,4
3940,Taylor Swift,Shake It Off,154866,2020-12-01 08:16:00,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,5xTtaWoae3wi06K5WfVUUH,4
3942,Delta Rae,Run,163883,2020-12-01 08:22:00,0.549,0.601,5,-6.129,1,0.0852,0.258,0.0,0.168,0.296,145.552,1l0wPhFZP1kWkZNQrrYrGy,4
3943,Neon Trees,Everybody Talks,27501,2020-12-01 08:23:00,0.471,0.924,8,-3.906,1,0.0584,0.00301,0.0,0.313,0.716,154.962,2iUmqdfGZcHIhS3b9E9EWq,4
3946,Martin Jensen,All I Wanna Do,194360,2020-12-01 08:31:00,0.613,0.668,8,-6.867,1,0.267,0.245,0.0,0.0735,0.509,96.176,2PcJoVkfjcbvoqBxV1Nj7y,4
3949,Rhys Lewis,No Right To Love You - Martin Jensen Remix,243333,2020-12-01 08:44:00,0.616,0.617,1,-8.593,1,0.0522,0.368,0.0,0.0797,0.518,91.618,2jma8TEWU68lZJHDT8DIzg,4
3950,Martin Jensen,16 Steps,208022,2020-12-01 08:47:00,0.601,0.674,7,-5.638,1,0.125,0.0561,0.0,0.117,0.596,180.055,7v3MkCal9v1Bw0N31X33qA,4
3951,Martin Jensen,I Could Get Used To This,151125,2020-12-01 08:51:00,0.621,0.653,7,-4.573,1,0.0523,0.0152,0.0,0.427,0.345,117.128,6u8epWzzk3CsJ05sqExF6T,4
3952,Martin Jensen,Wait,165083,2020-12-01 08:54:00,0.543,0.473,6,-9.638,1,0.157,0.124,4.04e-06,0.0922,0.519,86.534,3RxAZyf6Ug3rvsoBOskOl4,4
3954,The Vamps,Middle Of The Night,174600,2020-12-01 09:00:00,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,58HvfVOeJY7lUuCqF0m3ly,3
